state,fips,margin2020,margin2016,votes,votes2016
oklahoma,40087,60.89104,61.0,19236,16858
oklahoma,40089,66.5126,63.9,11467,10726
oklahoma,40091,49.68206,42.5,8335,7963
oklahoma,40099,58.6359,55.9,5894,5528
oklahoma,40101,33.88621,29.2,25081,24216
oklahoma,40103,57.06764,57.7,4938,4878
oklahoma,40105,65.99863,60.9,4391,4237
oklahoma,40107,53.54136,47.1,4038,3943
oklahoma,40109,1.12845,10.5,294740,273942
oklahoma,40111,37.10613,32.7,14313,13949
oklahoma,40113,39.5316,36.8,20538,18966
oklahoma,40115,51.22399,47.2,11438,10690
oklahoma,40117,57.53021,53.2,6786,6364
oklahoma,40119,23.30736,28.3,29643,27760
oklahoma,40121,56.25418,52.4,17924,17271
oklahoma,40123,43.65535,45.8,15320,14831
oklahoma,40125,45.99965,46.5,28185,25452
oklahoma,40127,70.64782,63.2,4739,4483
oklahoma,40129,79.66194,79.4,1834,1759
oklahoma,40131,54.8605,56.3,44553,40862
oklahoma,40133,46.31162,44.1,8337,8037
oklahoma,40135,59.00169,54.2,15386,14437
oklahoma,40137,65.09944,62.0,19057,17904
oklahoma,40139,65.40482,65.1,5521,5780
oklahoma,40141,54.61595,47.6,2708,2706
oklahoma,40143,15.59109,22.8,266678,247054
oklahoma,40145,50.09055,52.0,35338,31300
oklahoma,40147,48.02349,48.5,23501,22224
oklahoma,40149,73.01654,70.5,4777,4631
oklahoma,40151,65.30723,66.1,3678,3668
oklahoma,40153,72.01028,72.1,7785,7595
nebraska,31001,40.21367,44.3,14602,13513
nebraska,31003,73.70918,71.6,3583,3281
nebraska,31005,84.15493,83.2,284,273
nebraska,31007,77.80488,84.1,410,402
nebraska,31009,77.28707,77.6,317,317
nebraska,31011,66.95679,64.9,3217,2905
nebraska,31013,56.95812,53.9,5181,4924
nebraska,31015,75.88899,74.0,1153,1156
nebraska,31017,76.1763,77.1,1679,1597
nebraska,31019,43.62203,46.4,23589,21129
nebraska,31021,40.65934,40.4,3731,3558
nebraska,31023,59.33452,60.0,4478,3981
nebraska,31025,35.22638,38.4,15284,12933
nebraska,31027,69.03523,67.0,4996,4420
nebraska,31029,75.96588,77.8,1993,1898
nebraska,31031,75.68147,74.0,3265,3118
nebraska,31033,62.07765,62.7,4765,4711
nebraska,31035,62.28218,63.5,3558,3065
nebraska,31037,43.23671,40.8,3726,3214
nebraska,31039,59.24511,59.0,4451,4074
nebraska,31041,71.94147,71.7,5877,5652
nebraska,31043,17.3977,20.7,6794,6279
nebraska,31045,44.86775,49.8,4121,3676
nebraska,31047,43.87666,44.6,9178,8635
nebraska,31049,70.73643,70.0,1032,984
nebraska,31051,54.62212,53.4,3083,2782
nebraska,31053,32.29581,34.7,16835,15529
nebraska,31055,-11.34795,-2.4,274869,240433
nebraska,31057,77.87788,77.0,999,953
nebraska,31059,53.1589,51.6,3134,2941
nebraska,31061,67.28646,65.6,1721,1673
nebraska,31063,72.22222,71.5,1440,1328
nebraska,31065,67.82007,69.1,2601,2340
nebraska,31067,36.68233,34.3,11068,10048
nebraska,31069,71.54812,66.6,1195,1075
nebraska,31071,74.2268,71.4,1067,980
nebraska,31073,60.64401,62.2,1118,1010
nebraska,31075,88.30846,85.7,402,405
nebraska,31077,62.55962,59.7,1258,1175
nebraska,31079,34.90605,36.8,24374,22060
nebraska,31081,57.6087,58.1,5520,5004
nebraska,31083,69.139,67.8,1928,1832
nebraska,31085,86.14232,86.0,534,514
nebraska,31087,74.13206,73.0,1469,1468
nebraska,31089,73.74029,74.7,5537,5118
nebraska,31091,71.71946,75.5,442,417
nebraska,31093,61.06827,58.1,3501,2994
nebraska,31095,43.05705,44.7,3716,3494
nebraska,31097,39.07582,37.9,2229,2089
nebraska,31099,58.85128,60.1,3604,3296
nebraska,31101,63.72594,66.0,4364,4034
nebraska,31103,80.71834,80.9,529,519
nebraska,31105,69.13978,65.6,1860,1677
nebraska,31107,59.95316,60.0,4697,4115
nebraska,31109,-7.81659,-0.2,156091,136223
nebraska,31111,54.82551,57.3,17107,16131
nebraska,31113,82.0,81.2,450,453
nebraska,31115,64.97797,71.4,454,385
nebraska,31119,53.77426,55.2,15407,14343
nebraska,31117,85.43046,84.7,302,287
nebraska,31121,62.50293,61.4,4267,3788
nebraska,31123,67.51368,68.7,2558,2209
nebraska,31125,58.97155,60.5,1828,1621
nebraska,31127,44.02571,42.1,3423,3161
nebraska,31129,62.87451,62.3,2303,2205
nebraska,31131,37.99158,38.0,8315,7457
nebraska,31133,52.41428,52.4,1429,1327
nebraska,31135,72.66839,72.6,1544,1455
nebraska,31137,67.97764,69.8,5009,4695
nebraska,31139,74.43834,73.6,4006,3630
nebraska,31141,56.52145,57.6,15265,14433
nebraska,31143,61.2892,62.5,2870,2582
nebraska,31145,68.12179,69.8,5452,5175
nebraska,31147,50.33931,51.3,4126,3805
nebraska,31149,78.478,77.3,841,798
nebraska,31151,28.50953,24.7,5770,5136
nebraska,31153,10.99372,21.2,95409,80580
nebraska,31155,45.36317,46.3,12735,10860
nebraska,31157,43.67445,48.0,15469,14317
nebraska,31159,44.32291,45.2,9142,7922
nebraska,31161,73.05389,73.8,2672,2608
nebraska,31163,57.65607,51.5,1698,1573
nebraska,31165,78.1893,72.7,729,736
nebraska,31167,64.10742,63.2,3165,2801
nebraska,31169,56.51007,57.7,2980,2690
nebraska,31171,77.75176,79.9,427,393
nebraska,31173,2.49462,5.9,2325,2088
nebraska,31175,63.63248,65.4,2340,2205
nebraska,31177,40.51398,44.3,12413,10832
nebraska,31179,48.40476,49.2,4200,3776
nebraska,31181,62.68657,60.0,1876,1708
nebraska,31183,75.49801,67.7,502,465
nebraska,31185,51.86909,55.1,7089,6381
south-carolina,45001,33.08936,28.0,12433,10775
south-carolina,45003,22.67301,27.5,85185,74851
south-carolina,45005,-52.40746,-54.2,3593,3592
south-carolina,45007,42.03844,43.7,96093,80483
south-carolina,45009,-24.57575,-27.3,6482,6214
south-carolina,45011,7.4799,5.2,10321,9485
south-carolina,45013,9.99131,13.7,97835,78524
south-carolina,45015,11.65444,17.5,104458,79517
south-carolina,45017,4.82451,2.8,8291,7549
south-carolina,45019,-12.87964,-7.9,218857,176345
south-carolina,45021,43.76731,41.7,25270,21759
south-carolina,45023,10.90944,4.8,15757,14192
south-carolina,45025,20.48103,14.8,18876,16581
south-carolina,45027,0.66336,-2.2,16733,15395
south-carolina,45029,9.53171,8.5,19283,17251
south-carolina,45031,4.9727,3.7,32417,29674
south-carolina,45033,1.11442,-1.7,13101,11698
south-carolina,45035,10.4674,17.5,77278,62567
south-carolina,45037,24.28593,20.2,13304,11644
south-carolina,45039,-22.71753,-25.9,12136,11267
south-carolina,45041,2.26632,4.9,64510,57931
south-carolina,45043,12.72226,12.9,36668,31657
south-carolina,45045,18.20263,24.8,258155,215165
south-carolina,45047,22.76448,21.7,32006,28763
south-carolina,45049,-15.22837,-19.1,9305,8806
south-carolina,45051,33.18108,37.5,179744,132920
south-carolina,45053,-0.74337,-6.7,14394,11427
south-carolina,45055,23.11101,24.9,33629,28995
south-carolina,45057,22.81022,25.4,49868,38938
south-carolina,45059,32.29139,29.8,30488,26566
south-carolina,45061,-27.52936,-29.4,8431,8156
south-carolina,45063,30.10071,36.7,144568,122093
south-carolina,45067,-21.49755,-21.9,14704,14276
south-carolina,45069,-10.8859,-16.2,11446,10389
south-carolina,45065,4.75689,3.3,5697,5216
south-carolina,45071,24.07278,22.6,18631,16807
south-carolina,45073,47.41812,48.1,40668,33635
south-carolina,45075,-33.22898,-37.0,41205,38910
south-carolina,45077,50.84975,52.8,57546,49049
south-carolina,45079,-38.31196,-32.9,193822,168722
south-carolina,45081,35.01186,31.7,9274,8564
south-carolina,45083,27.33443,30.0,148655,121090
south-carolina,45085,-13.03966,-12.0,48920,44086
south-carolina,45087,24.50026,19.3,13257,12092
south-carolina,45089,-29.75915,-33.8,15985,15054
south-carolina,45091,16.46581,22.0,144050,114357
idaho,16001,3.9169,9.2,259389,195669
idaho,16003,52.20418,52.3,2586,2183
idaho,16005,21.86686,20.5,39553,33416
idaho,16007,77.3454,62.7,3315,2928
idaho,16009,58.33501,55.7,4973,4185
idaho,16011,55.59371,48.0,20094,16625
idaho,16013,-36.78507,-28.7,13288,10724
idaho,16015,47.1281,49.7,4840,3814
idaho,16017,36.7761,35.9,27352,20943
idaho,16019,43.617,40.2,53995,44221
idaho,16021,58.8785,55.3,6313,5163
idaho,16023,71.66078,61.3,1415,1230
idaho,16025,47.48011,50.8,754,590
idaho,16027,39.67138,41.7,90438,72785
idaho,16029,72.45316,62.7,3416,3035
idaho,16031,66.91245,60.1,9629,8178
idaho,16033,71.70418,56.2,311,283
idaho,16035,58.29373,56.5,4419,3801
idaho,16037,54.25338,55.9,2739,2414
idaho,16039,45.5169,47.0,10205,8522
idaho,16041,77.85114,54.4,6664,5499
idaho,16043,67.71841,58.4,6719,5715
idaho,16045,61.73931,59.7,9958,7954
idaho,16047,56.24793,54.2,6050,5191
idaho,16049,65.24682,63.7,9602,8233
idaho,16051,73.64708,59.9,14173,11475
idaho,16053,49.16795,49.1,7812,6751
idaho,16055,42.86366,42.5,89878,66310
idaho,16057,-3.71415,-4.6,20570,18173
idaho,16059,54.03124,55.6,4738,4096
idaho,16061,60.96257,58.6,1870,1590
idaho,16063,54.38144,47.1,1940,1748
idaho,16065,63.65708,27.2,17112,15688
idaho,16067,58.98912,54.1,7993,6871
idaho,16069,33.63381,34.1,20967,17201
idaho,16071,77.47858,60.9,2451,2068
idaho,16073,63.32771,62.7,4742,3925
idaho,16075,59.33764,57.2,11293,8704
idaho,16077,40.53791,35.1,3086,2758
idaho,16079,41.70937,37.4,6049,5120
idaho,16081,-7.24752,0.2,6347,4976
idaho,16083,45.0,45.5,36680,29874
idaho,16085,13.7477,18.6,7063,5349
idaho,16087,57.65344,56.3,5344,4455
new-hampshire,33001,10.41531,16.5,38453,35045
new-hampshire,33003,-1.49976,5.6,33272,29616
new-hampshire,33005,-17.23756,-12.4,44229,41895
new-hampshire,33007,5.91118,8.9,16528,15627
new-hampshire,33009,-24.58834,-18.6,53989,51191
new-hampshire,33011,-7.66923,0.2,231040,214157
new-hampshire,33013,-9.81454,-3.0,89887,83648
new-hampshire,33015,-2.11417,5.8,198943,181434
new-hampshire,33017,-15.23417,-8.4,73729,69000
new-hampshire,33019,-3.61727,2.6,24383,22683
ohio,39001,63.51585,55.5,12145,11412
ohio,39003,39.77611,37.2,46362,46234
ohio,39005,48.50288,47.5,25883,24737
ohio,39007,23.49391,18.8,44237,41180
ohio,39009,-14.96937,-16.9,26120,29709
ohio,39011,62.48228,61.7,25396,23794
ohio,39013,43.51709,39.3,33141,31331
ohio,39015,57.24017,51.9,21139,19682
ohio,39017,23.98768,27.6,186675,174994
ohio,39019,52.65229,46.4,14233,13148
ohio,39021,47.62786,44.1,20003,18243
ohio,39023,23.24129,19.2,64351,61893
ohio,39025,36.56219,40.8,110710,99972
ohio,39027,52.47775,52.1,20563,18766
ohio,39029,44.76982,41.4,49960,46492
ohio,39031,48.47688,43.2,16348,15659
ohio,39033,50.49946,46.5,20222,19329
ohio,39035,-34.03868,-35.2,627160,608879
ohio,39037,63.59352,60.7,27160,25601
ohio,39039,36.29676,34.4,19032,18349
ohio,39041,6.82484,15.8,126318,105639
ohio,39043,11.59325,9.5,39523,37862
ohio,39045,23.39267,26.4,81564,73554
ohio,39047,51.27184,46.8,12305,11232
ohio,39049,-31.28806,-25.8,632532,587524
ohio,39051,39.7658,35.8,22801,21353
ohio,39053,55.47503,55.3,13799,13004
ohio,39055,22.75329,25.0,55381,50662
ohio,39057,19.48716,23.6,88643,82937
ohio,39059,48.34647,42.6,18264,16647
ohio,39061,-15.86804,-10.3,430929,409109
ohio,39063,37.52993,40.2,37999,36234
ohio,39065,51.98913,46.9,13247,12354
ohio,39067,52.34667,48.0,7500,7105
ohio,39069,43.39329,39.5,14788,14053
ohio,39071,60.23934,55.1,19303,18588
ohio,39073,41.47686,36.5,13786,12929
ohio,39075,67.82247,62.4,12978,11106
ohio,39077,40.91182,36.1,26628,25002
ohio,39079,53.75,48.8,14160,13776
ohio,39081,38.38777,35.3,33370,32411
ohio,39083,43.71086,37.9,31459,28927
ohio,39085,13.58291,15.2,130782,117190
ohio,39087,45.2328,43.7,27427,26789
ohio,39089,28.02979,28.5,94396,83624
ohio,39091,54.97063,52.1,22985,21712
ohio,39093,2.58376,-0.1,151988,140562
ohio,39095,-16.77711,-17.7,200559,198830
ohio,39097,40.84624,39.3,19309,17421
ohio,39099,1.93454,-3.2,116565,115971
ohio,39101,38.476,34.1,27126,26478
ohio,39103,23.38529,24.6,106041,92163
ohio,39105,53.05648,50.3,10764,10041
ohio,39107,64.73149,64.7,23426,21816
ohio,39109,44.26537,45.1,58077,53094
ohio,39111,53.7079,46.8,7066,6853
ohio,39113,-2.24027,0.7,269164,259876
ohio,39115,48.36639,41.6,6856,6477
ohio,39117,54.15745,49.1,18088,16688
ohio,39119,39.24873,34.7,39693,37245
ohio,39121,62.1765,55.1,6221,6039
ohio,39123,23.37187,19.5,24046,22385
ohio,39125,51.23922,48.5,9280,9095
ohio,39127,49.15631,40.3,16179,15101
ohio,39129,46.93438,42.3,28314,24912
ohio,39131,48.25499,36.5,12063,11951
ohio,39133,12.44128,9.9,83022,76762
ohio,39135,57.20017,53.8,21437,20681
ohio,39137,66.42265,63.8,19671,18857
ohio,39139,39.73656,37.0,59975,55424
ohio,39141,35.12963,27.1,33365,30565
ohio,39143,27.45337,22.6,29490,28285
ohio,39145,42.21085,36.8,32051,31003
ohio,39147,33.93097,30.7,25322,24183
ohio,39149,62.89691,60.2,24785,23829
ohio,39151,18.51357,17.2,190093,176165
ohio,39153,-9.54032,-8.5,281280,260346
ohio,39155,10.55342,6.2,101152,96676
ohio,39157,39.85075,35.4,44087,41606
ohio,39159,31.39407,37.5,33535,27695
ohio,39161,57.18155,56.4,14767,13770
ohio,39163,54.54083,45.7,5902,5540
ohio,39165,30.72317,37.1,136441,118309
ohio,39167,40.41807,41.4,31382,30137
ohio,39169,37.02837,34.3,54280,50217
ohio,39171,46.42974,43.8,18290,17308
ohio,39173,7.59782,8.0,67651,64826
ohio,39175,49.97303,46.6,11122,10638
south-dakota,46003,52.31317,45.1,1405,1407
south-dakota,46005,38.14433,37.6,7081,6772
south-dakota,46007,19.27303,22.1,1183,1149
south-dakota,46009,50.44985,47.1,3001,2974
south-dakota,46011,12.97453,14.7,14567,12680
south-dakota,46013,23.03528,25.8,17547,16114
south-dakota,46015,43.25301,43.4,2490,2288
south-dakota,46017,-30.78324,-25.5,549,490
south-dakota,46019,58.14244,61.2,4802,4351
south-dakota,46021,72.16495,72.1,873,831
south-dakota,46023,36.34681,42.1,3783,3433
south-dakota,46025,50.59459,44.7,1850,1657
south-dakota,46027,-11.00386,-9.8,5698,5069
south-dakota,46029,38.91042,39.3,13161,11669
south-dakota,46031,1.94856,4.5,1283,1175
south-dakota,46033,42.4099,46.0,5494,4721
south-dakota,46035,35.07216,35.2,8454,7952
south-dakota,46037,27.5641,23.8,2964,2747
south-dakota,46039,46.38298,38.3,2350,2080
south-dakota,46041,-17.34486,-9.7,1966,1708
south-dakota,46043,73.34505,70.0,1707,1605
south-dakota,46045,56.47355,54.9,1985,1918
south-dakota,46047,45.15092,47.4,4042,3563
south-dakota,46049,64.80541,58.5,1182,1118
south-dakota,46051,41.70895,39.6,3745,3564
south-dakota,46053,58.28167,57.8,2258,2091
south-dakota,46055,81.00264,82.3,1137,1044
south-dakota,46057,55.95199,54.2,3083,2762
south-dakota,46059,57.7342,58.1,1836,1818
south-dakota,46061,51.75879,53.5,2388,2006
south-dakota,46063,85.97786,85.3,813,770
south-dakota,46065,29.45088,33.3,8723,8175
south-dakota,46067,57.92408,54.2,3767,3365
south-dakota,46069,60.28169,60.6,710,690
south-dakota,46071,33.99103,36.4,1115,1095
south-dakota,46073,44.83101,39.7,1006,967
south-dakota,46075,68.11352,68.3,599,558
south-dakota,46077,39.04282,38.3,2779,2551
south-dakota,46079,27.46467,25.4,5873,6786
south-dakota,46081,30.48886,34.2,13828,11842
south-dakota,46083,23.57081,29.4,32396,25231
south-dakota,46085,32.3732,42.8,1597,1421
south-dakota,46091,19.69697,15.5,2178,1947
south-dakota,46087,44.7931,45.3,2900,2587
south-dakota,46089,64.42598,61.6,1324,1137
south-dakota,46093,48.20775,53.5,13670,11621
south-dakota,46095,19.63589,24.0,769,683
south-dakota,46097,41.03691,39.9,1138,1064
south-dakota,46099,9.4957,14.6,92326,78281
south-dakota,46101,24.07985,23.5,3206,2933
south-dakota,46102,-79.125,-78.1,3200,2905
south-dakota,46103,25.13474,32.9,57518,47743
south-dakota,46105,69.62253,71.3,1669,1606
south-dakota,46107,66.08696,64.0,1380,1337
south-dakota,46109,13.37358,15.5,4307,3889
south-dakota,46111,54.68354,51.5,1185,1123
south-dakota,46115,34.9668,31.7,3163,2951
south-dakota,46117,47.33656,52.3,1652,1567
south-dakota,46119,58.17204,63.0,930,861
south-dakota,46121,-56.36077,-47.9,2539,2125
south-dakota,46123,61.79525,61.1,2696,2630
south-dakota,46125,47.29551,47.6,4548,4150
south-dakota,46127,36.35234,38.8,8855,7897
south-dakota,46129,54.30233,58.1,2580,2477
south-dakota,46135,23.53211,24.5,10900,9623
south-dakota,46137,-8.4989,2.0,906,767
vermont,50001,-39.39243,-31.1,22022,19031
vermont,50003,-27.32382,-20.8,20462,17381
vermont,50005,-15.2143,-6.5,16169,14074
vermont,50007,-54.53571,-43.4,98915,83416
vermont,50009,11.19221,16.6,3288,2925
vermont,50011,-9.04762,-2.8,25830,21411
vermont,50013,-22.57267,-14.8,4851,4109
vermont,50015,-40.74422,-28.8,14915,12762
vermont,50017,-24.04509,-17.3,17122,14649
vermont,50019,-4.50482,-0.2,14096,12046
vermont,50021,-10.47395,-3.9,33970,29615
vermont,50023,-46.06169,-34.1,35307,31086
vermont,50025,-47.3478,-39.3,26035,22634
vermont,50027,-38.91598,-29.9,34446,29928
indiana,18001,52.31774,51.9,14238,13194
indiana,18003,11.17988,19.2,169000,148632
indiana,18005,26.10265,33.0,36299,32717
indiana,18007,48.55407,46.6,4115,3688
indiana,18009,45.98431,43.2,5354,4881
indiana,18011,18.45974,29.1,38500,32537
indiana,18013,30.51999,31.2,8981,8001
indiana,18015,51.10364,50.4,9514,8701
indiana,18017,41.13503,41.8,15189,14209
indiana,18019,18.20813,21.7,58040,51789
indiana,18021,56.60178,54.9,12277,11335
indiana,18023,46.08441,47.6,12961,11991
indiana,18025,42.81407,36.4,4975,4642
indiana,18027,61.87453,62.3,11971,10819
indiana,18033,47.16626,47.7,19656,16996
indiana,18029,55.5262,54.8,25361,24131
indiana,18031,58.01887,57.0,12296,11178
indiana,18035,13.18296,13.4,48191,45509
indiana,18037,40.08255,39.7,21805,20095
indiana,18039,28.07282,31.9,74321,66239
indiana,18041,54.38596,47.8,10146,9598
indiana,18043,14.10167,19.8,41761,37842
indiana,18045,56.68295,55.6,7983,7534
indiana,18047,62.85572,60.4,12018,11097
indiana,18049,48.27209,48.0,9144,8437
indiana,18051,48.19054,47.5,16165,15484
indiana,18053,38.66324,39.1,27230,25572
indiana,18055,52.18509,53.0,14782,13861
indiana,18057,6.8071,19.3,193871,155966
indiana,18059,37.52535,44.3,42907,36468
indiana,18061,45.58351,44.0,20231,18558
indiana,18063,23.96392,33.8,88458,76184
indiana,18065,45.18815,43.2,21021,20290
indiana,18067,32.32477,33.4,40619,37342
indiana,18069,49.92701,50.3,17810,16181
indiana,18071,53.29556,51.0,19238,17667
indiana,18073,48.95127,44.9,15495,13478
indiana,18075,52.38601,47.5,8466,8022
indiana,18077,33.46689,30.9,14725,13653
indiana,18079,56.86883,52.2,12251,11231
indiana,18081,34.04299,41.9,77784,67147
indiana,18083,47.33887,46.8,16027,15602
indiana,18085,50.56631,54.3,35846,32441
indiana,18087,54.12395,51.2,10633,9666
indiana,18091,7.22068,6.3,49469,45609
indiana,18089,-15.01501,-20.4,220233,202803
indiana,18093,50.49594,51.1,21071,19238
indiana,18095,22.58476,25.3,51765,54378
indiana,18097,-29.02038,-22.5,390405,366879
indiana,18099,40.82739,41.1,19918,18241
indiana,18101,58.5451,58.1,5155,4846
indiana,18103,53.0601,53.0,14493,13601
indiana,18105,-28.22152,-23.3,63037,58454
indiana,18107,49.11036,50.4,17198,15272
indiana,18109,54.48998,56.1,36214,31446
indiana,18111,52.08618,45.6,6591,5860
indiana,18113,49.61753,48.5,19217,17104
indiana,18115,51.89633,49.0,3164,2921
indiana,18117,47.65572,45.4,8830,8278
indiana,18119,49.07716,48.8,9915,8616
indiana,18121,55.48433,51.6,7020,6636
indiana,18123,24.5134,18.5,8734,8092
indiana,18125,52.68489,51.9,6220,5977
indiana,18127,6.08957,6.6,86410,78266
indiana,18129,40.674,38.8,13264,12592
indiana,18131,47.87545,46.3,5813,5459
indiana,18133,50.20789,49.1,16595,14818
indiana,18135,52.35602,48.2,11078,10523
indiana,18137,59.49944,56.7,14264,12935
indiana,18139,53.97126,51.8,7932,7266
indiana,18143,45.49921,37.5,10176,9147
indiana,18145,47.68447,46.9,20017,18080
indiana,18147,38.45654,36.9,10781,10048
indiana,18141,-5.81408,-0.2,115547,111842
indiana,18149,46.71646,41.6,10309,9316
indiana,18151,42.12056,43.4,16175,14714
indiana,18153,50.3554,46.7,9004,8613
indiana,18155,52.23988,43.9,4152,3709
indiana,18157,-0.61039,5.5,71430,63342
indiana,18159,52.63417,53.3,8124,7510
indiana,18161,55.88657,52.2,3491,3315
indiana,18163,9.5758,16.3,77581,73375
indiana,18165,40.62834,34.9,7480,6973
indiana,18167,14.75466,15.0,43593,40127
indiana,18169,49.78764,50.2,14598,13552
indiana,18171,54.25889,52.1,4473,3953
indiana,18173,27.75646,33.5,33884,29940
indiana,18175,52.18036,49.0,12131,11382
indiana,18177,29.07599,30.1,27662,25579
indiana,18179,56.29972,55.8,14080,13287
indiana,18181,44.13478,42.6,11159,10097
indiana,18183,49.04727,50.6,17581,15759
pennsylvania,42001,34.10082,35.8,56635,47990
pennsylvania,42003,-20.31037,-16.5,722493,657189
pennsylvania,42005,52.33249,51.2,36356,31864
pennsylvania,42007,17.57679,18.5,93083,84462
pennsylvania,42009,67.66519,67.2,27574,23675
pennsylvania,42011,8.1911,9.9,205528,184085
pennsylvania,42013,43.50971,45.5,63595,55341
pennsylvania,42015,44.92585,45.3,30143,25986
pennsylvania,42017,-4.37746,-0.8,396234,345042
pennsylvania,42019,32.62888,36.6,113090,98051
pennsylvania,42021,37.30897,36.8,70605,63589
pennsylvania,42023,46.71323,47.9,2434,2210
pennsylvania,42025,32.11657,33.8,33285,28993
pennsylvania,42027,-4.75287,-2.3,77490,77307
pennsylvania,42029,-17.04995,-9.4,313649,272998
pennsylvania,42031,50.77089,47.0,19458,17660
pennsylvania,42033,49.44805,48.4,39496,34550
pennsylvania,42035,36.30172,34.0,17619,15505
pennsylvania,42037,30.68878,31.8,31171,28506
pennsylvania,42039,37.42736,37.1,41125,37813
pennsylvania,42041,10.57654,17.8,141587,123486
pennsylvania,42043,-8.52065,-2.9,147254,131783
pennsylvania,42045,-26.80738,-22.3,328223,299336
pennsylvania,42047,45.06093,42.4,16906,14547
pennsylvania,42049,-1.03802,1.6,137184,125129
pennsylvania,42051,34.13356,30.8,59941,54099
pennsylvania,42053,43.83823,43.7,2621,2420
pennsylvania,42055,43.06764,45.8,80896,70506
pennsylvania,42057,71.93532,70.1,7978,6822
pennsylvania,42059,43.41367,40.1,17635,15868
pennsylvania,42061,50.94108,50.1,22793,19866
pennsylvania,42063,37.51092,35.0,41196,38122
pennsylvania,42065,58.85471,58.9,22824,19595
pennsylvania,42067,61.41327,61.2,12043,10545
pennsylvania,42069,-8.31685,-3.4,115260,104404
pennsylvania,42071,15.90388,19.1,280485,244832
pennsylvania,42073,29.55769,27.8,46076,41076
pennsylvania,42075,31.72785,34.5,71858,62503
pennsylvania,42077,-7.54476,-4.7,180284,162733
pennsylvania,42079,14.3855,19.3,153321,135901
pennsylvania,42081,41.33223,44.2,59254,51131
pennsylvania,42083,46.28095,46.2,19427,16464
pennsylvania,42085,26.0147,24.2,57948,52839
pennsylvania,42087,56.13513,54.6,21491,18721
pennsylvania,42089,-6.27289,-0.8,83566,70008
pennsylvania,42091,-26.25327,-21.3,507910,438652
pennsylvania,42093,21.13738,28.4,9812,8556
pennsylvania,42095,-0.65192,3.8,171032,144569
pennsylvania,42097,38.43628,42.4,42335,36907
pennsylvania,42099,50.06896,51.4,24652,21371
pennsylvania,42101,-63.52684,-67.0,741899,709618
pennsylvania,42103,18.97535,25.8,32616,26303
pennsylvania,42105,60.90134,62.9,9031,7864
pennsylvania,42107,39.80754,43.0,69522,63385
pennsylvania,42109,47.40334,46.8,19140,16486
pennsylvania,42111,56.31771,55.5,40062,36073
pennsylvania,42113,47.26313,48.9,3599,3152
pennsylvania,42115,41.24267,40.8,21325,19043
pennsylvania,42117,51.17823,52.5,21091,18507
pennsylvania,42119,24.26547,25.1,20115,17696
pennsylvania,42121,41.40531,41.3,26528,23530
pennsylvania,42123,39.37552,39.4,20401,18606
pennsylvania,42125,22.69271,24.5,117443,102267
pennsylvania,42127,33.62882,38.5,28089,24018
pennsylvania,42129,28.3947,31.0,202492,183492
pennsylvania,42131,35.21335,37.9,14858,13262
pennsylvania,42133,24.58013,28.8,238465,208029
montana,30001,40.89384,45.6,5661,4849
montana,30003,-5.93645,-5.7,4784,4237
montana,30005,-3.84492,2.5,3121,2684
montana,30007,57.06615,56.7,4097,3133
montana,30009,28.82693,32.0,7101,5991
montana,30011,81.13426,77.4,864,786
montana,30013,19.70214,21.6,39884,34571
montana,30015,30.33367,36.4,2967,2603
montana,30017,45.74197,47.8,5883,5185
montana,30019,59.56607,58.4,1014,962
montana,30021,57.80442,57.5,4837,4409
montana,30023,-7.68759,-7.0,4891,4206
montana,30025,76.38095,75.8,1575,1484
montana,30027,51.646,52.5,6531,5840
montana,30029,29.94955,35.7,60258,47496
montana,30031,-7.47899,-0.8,71507,53819
montana,30033,88.92989,86.2,813,718
montana,30035,-30.60826,-29.6,5639,5075
montana,30037,66.7992,62.0,503,474
montana,30039,37.15509,40.5,2102,1777
montana,30041,13.58953,17.2,7182,6445
montana,30043,33.20718,32.5,8191,6714
montana,30045,56.91964,52.7,1344,1208
montana,30047,14.47131,20.9,16626,13181
montana,30049,3.92138,6.8,42485,35296
montana,30051,52.81625,51.2,1083,961
montana,30053,49.68928,50.2,11747,9330
montana,30057,39.58776,44.6,6113,4743
montana,30055,71.01064,64.7,1128,1095
montana,30059,51.8018,54.9,1110,977
montana,30061,44.55716,40.3,2563,2012
montana,30063,-23.62959,-15.3,71986,60722
montana,30065,69.76744,67.0,2881,2441
montana,30067,6.41246,14.8,11618,9359
montana,30069,73.78917,77.0,351,322
montana,30071,63.70495,64.7,2386,2171
montana,30073,37.66277,39.0,2995,2723
montana,30075,71.83099,71.9,1136,1053
montana,30077,50.04707,52.9,3187,2794
montana,30079,64.1129,66.2,744,689
montana,30081,36.31038,38.1,28507,22556
montana,30083,67.69576,66.5,5798,4871
montana,30085,2.13505,6.5,4028,3652
montana,30087,34.01163,36.7,3784,3453
montana,30089,50.18296,51.5,7652,5953
montana,30091,40.83744,41.6,2030,1835
montana,30093,-14.0596,-13.6,18827,16452
montana,30095,57.58579,56.5,5741,4873
montana,30097,52.78005,56.6,2446,2107
montana,30099,43.32882,42.7,3695,3188
montana,30101,53.17946,53.8,2123,2037
montana,30103,64.13043,65.9,460,443
montana,30105,49.27434,46.5,4272,3894
montana,30107,55.99251,55.3,1068,946
montana,30109,73.41137,75.4,598,541
montana,30111,23.97132,26.6,83821,70486
